Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009739~response to gibberellin	27	1.1002444987775062	7.560107098384141E-7	AT1G74650, AT2G36890, AT5G51810, AT1G69530, AT3G16350, AT1G74670, AT2G31730, AT5G61420, AT4G30270, AT3G63010, AT5G59845, AT4G25420, AT5G14920, AT5G47390, AT1G71030, AT5G27320, AT2G34340, AT1G67100, AT1G50420, AT1G57560, AT5G17490, AT5G13910, AT1G18570, AT1G74840, AT4G09460, AT1G06180, AT3G03450	1717	99	18499	2.9383703076189973	8.652580381413033E-4	7.869077553201986E-5	0.001215074877847222
GOTERM_BP_DIRECT	GO:0009414~response to water deprivation	53	2.1597392013039935	8.219197775107295E-7	AT5G59320, AT5G59220, AT3G55530, AT5G15960, AT3G05640, AT4G18780, AT1G52890, AT4G00430, AT5G06530, AT5G26340, AT5G03740, AT2G37770, AT3G16857, AT2G38750, AT1G43160, AT1G77120, AT3G50310, AT3G18490, AT5G15970, AT5G13330, AT2G35930, AT4G39950, AT2G26740, AT3G19580, AT2G35300, AT2G40220, AT2G38760, AT3G30775, AT5G58070, AT4G39130, AT2G22430, AT5G20830, AT3G15500, AT2G47180, AT1G08930, AT2G45960, AT1G28520, AT2G42620, AT2G17840, AT1G32560, AT3G53420, AT5G61590, AT3G11410, AT1G01620, AT5G24030, AT2G39800, AT4G38410, AT1G02205, AT1G02930, AT3G54770, AT5G59310, AT3G14440, AT3G55990	1717	279	18499	2.0466784818899346	9.406558376066076E-4	7.842180251182995E-5	0.0013210045362921363
GOTERM_BP_DIRECT	GO:0009834~plant-type secondary cell wall biogenesis	17	0.6927465362673186	9.41559459140062E-7	AT5G44030, AT3G18660, AT2G36570, AT2G37090, AT5G48920, AT3G50220, AT4G18780, AT5G03170, AT5G67230, AT5G12870, AT2G28110, AT1G43790, AT1G77130, AT5G15630, AT5G60490, AT5G17420, AT1G75500	1717	44	18499	4.1626912691269125	0.0010775051622742282	8.292626052752716E-5	0.0015132902619341415
GOTERM_BP_DIRECT	GO:0009737~response to abscisic acid	67	2.730236348818256	1.6301253907972493E-6	AT1G34670, AT5G59320, AT5G59220, AT4G26740, AT3G55530, AT2G36890, AT5G15960, AT2G05520, AT1G76930, AT5G64750, AT2G16850, AT5G26340, AT1G18100, AT5G03740, AT5G14920, AT5G47390, AT2G38750, AT1G43160, AT1G77120, AT4G05100, AT2G33380, AT3G18490, AT1G54100, AT5G20635, AT5G15970, AT5G13330, AT5G39610, AT3G02410, AT1G29395, AT1G74840, AT4G21534, AT3G19580, AT4G19810, AT3G03450, AT4G39130, AT3G22060, AT2G15970, AT3G01420, AT2G47180, AT1G08930, AT5G62490, AT1G51500, AT2G17840, AT3G53420, AT3G05890, AT4G21410, AT1G71030, AT4G26080, AT3G11410, AT2G47770, AT3G08040, AT2G32690, AT2G39800, AT5G17490, AT4G38410, AT3G15210, AT1G18570, AT4G34710, AT3G54770, AT3G02140, AT5G59310, AT4G12480, AT4G37260, AT2G40170, AT1G59870, AT3G05880, AT4G28110	1717	394	18499	1.8321310632108299	0.0018647542750355184	1.333121912655555E-4	0.002619951459037484
GOTERM_BP_DIRECT	GO:0009734~auxin-activated signaling pathway	40	1.6299918500407498	1.687048971441485E-6	AT5G18010, AT5G18030, AT2G34650, AT3G13980, AT1G29420, AT2G42620, AT5G03280, AT4G29080, AT1G29460, AT4G37580, AT1G59750, AT1G15050, AT2G46690, AT2G46990, AT4G02520, AT5G18080, AT5G18060, AT1G21410, AT2G21050, AT1G52830, AT3G27580, AT1G29510, AT1G75500, AT5G18020, AT1G10210, AT1G53700, AT4G14550, AT2G17500, AT1G29490, AT3G17600, AT5G12330, AT2G42580, AT1G54200, AT1G29450, AT3G03660, AT1G29440, AT5G63310, AT5G25890, AT5G12050, AT5G18050	1717	190	18499	2.2682156760567698	0.0019298082226797408	1.287698885580335E-4	0.0027114383611248627
GOTERM_BP_DIRECT	GO:0080167~response to karrikin	30	1.2224938875305624	4.698311025992529E-6	AT3G14880, AT5G51810, AT2G34650, AT5G57710, AT3G43800, AT1G06520, AT1G74670, AT5G64410, AT3G55720, AT5G62680, AT1G31350, AT5G57785, AT2G39980, AT3G60290, AT3G13790, AT5G20250, AT5G10120, AT5G18470, AT5G53660, AT5G40780, AT3G52360, AT4G34710, AT1G30530, AT2G16660, AT1G80530, AT5G05270, AT1G07440, AT2G36080, AT1G61800, AT1G10370	1717	128	18499	2.525161983110076	0.00536513474095035	3.361671557962076E-4	0.007550991035398802
GOTERM_BP_DIRECT	GO:0009723~response to ethylene	29	1.1817440912795436	7.288192128616119E-6	AT2G05520, AT4G11280, AT3G16350, AT2G38210, AT5G25350, AT5G03280, AT2G31730, AT4G37580, AT2G25490, AT2G26070, AT5G47390, AT1G71030, AT4G05100, AT3G16770, AT3G04720, AT5G17490, AT3G15210, AT5G03730, AT5G39610, AT5G13330, AT2G31180, AT1G18570, AT1G74840, AT5G19790, AT4G37260, AT1G56650, AT4G24670, AT3G03450, AT5G64900	1717	124	18499	2.5197315272324197	0.00831028745292961	4.907625012157135E-4	0.0117131452186503
GOTERM_BP_DIRECT	GO:0010200~response to chitin	30	1.2224938875305624	1.0394081959232884E-5	AT5G59820, AT1G74650, AT1G75490, AT4G17500, AT1G08930, AT1G42990, AT5G47220, AT4G29110, AT2G21210, AT2G13790, AT5G47610, AT4G17245, AT4G15975, AT4G37610, AT4G28140, AT5G47230, AT3G15210, AT3G56400, AT1G20823, AT2G35930, AT5G43170, AT4G01250, AT4G31550, AT1G64380, AT4G37260, AT3G19580, AT3G19380, AT5G22890, AT4G28110, AT5G09800	1717	133	18499	2.4302310814893966	0.011830745511256069	6.60964005597453E-4	0.01670435406530002
GOTERM_BP_DIRECT	GO:0009826~unidimensional cell growth	27	1.1002444987775062	1.2634644663539595E-5	AT5G05290, AT2G19760, AT5G51810, AT1G69530, AT2G05520, AT4G38400, AT3G29030, AT1G12560, AT4G37580, AT3G15370, AT4G25420, AT1G12040, AT1G75500, AT1G26770, AT2G28950, AT1G44090, AT2G03090, AT3G45960, AT3G18000, AT5G05500, AT1G62980, AT5G39860, AT2G40610, AT3G26610, AT2G20750, AT4G01630, AT5G56320	1717	114	18499	2.551742635563866	0.014362618763407387	7.611185985559876E-4	0.020304824918671027
GOTERM_BP_DIRECT	GO:0009651~response to salt stress	73	2.974735126324368	3.961249239005092E-5	AT1G66280, AT3G55530, AT1G62380, AT5G14200, AT3G16350, AT5G22500, AT5G26340, AT5G03740, AT1G28380, AT1G02920, AT2G37770, AT5G14920, AT5G47390, AT2G38750, AT1G43160, AT1G77120, AT1G73500, AT4G05100, AT2G33380, AT3G50310, AT5G02410, AT5G38940, AT1G54100, AT5G23860, AT2G38170, AT4G16260, AT5G39610, AT5G13330, AT2G31180, AT1G74840, AT3G16470, AT1G56650, AT2G38760, AT1G62480, AT1G06180, AT4G19810, AT3G03450, AT2G16005, AT2G47180, AT1G08930, AT2G45960, AT1G51500, AT2G16500, AT5G03280, AT2G17840, AT3G44540, AT1G14210, AT3G21370, AT1G13930, AT5G44440, AT3G05890, AT1G71030, AT4G11600, AT4G02520, AT5G63650, AT2G47770, AT5G24030, AT3G04720, AT2G39800, AT1G02930, AT1G18570, AT4G34710, AT3G54770, AT3G02140, AT5G20270, AT5G59310, AT1G64460, AT1G70170, AT3G09260, AT4G12480, AT1G10370, AT1G15100, AT3G55990	1717	484	18499	1.6250078216377788	0.04434394153910204	0.002265290455592539	0.06364731594261652
GOTERM_BP_DIRECT	GO:0009740~gibberellic acid mediated signaling pathway	19	0.7742461287693562	9.09006192831121E-5	AT5G17490, AT5G51810, AT1G44090, AT5G13910, AT5G48170, AT5G15160, AT1G09530, AT1G74670, AT4G30270, AT3G63010, AT5G59845, AT1G74500, AT5G39860, AT4G25420, AT1G10480, AT5G14920, AT5G27320, AT3G03450, AT2G43060	1717	73	18499	2.804198147453746	0.09885215045283346	0.004944210282972317	0.14599800659060858
GOTERM_BP_DIRECT	GO:0006857~oligopeptide transport	18	0.7334963325183375	9.647088834163799E-5	AT1G72140, AT2G40460, AT1G69870, AT1G22550, AT3G21670, AT3G45680, AT4G21680, AT3G47960, AT5G55930, AT1G68570, AT5G64410, AT5G62680, AT5G24380, AT1G59740, AT5G14940, AT4G27730, AT5G01180, AT3G01350	1717	67	18499	2.8945140343709523	0.10458187903878358	0.005008528715527927	0.15493806721392778
GOTERM_BP_DIRECT	GO:0009624~response to nematode	19	0.7742461287693562	1.0983123591259519E-4	AT1G72140, AT2G40460, AT4G39030, AT3G45680, AT1G71880, AT5G61410, AT1G02800, AT2G39350, AT5G38030, AT2G38290, AT1G59740, AT3G11900, AT5G14940, AT2G29650, AT3G51860, AT5G13580, AT2G01340, AT1G61800, AT2G21050	1717	74	18499	2.7663035778935603	0.11817677800070925	0.005453063499929134	0.17637783530697337
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	59	2.404237978810106	1.427474243207976E-4	AT1G77450, AT2G36890, AT5G09520, AT3G59900, AT3G56140, AT1G29460, AT1G52890, AT1G78490, AT2G46690, AT5G03740, AT3G18400, AT5G18060, AT5G53950, AT1G29490, AT5G39610, AT4G17280, AT2G28550, AT1G29450, AT3G29035, AT1G62440, AT1G73965, AT1G68795, AT1G79700, AT2G33830, AT5G17430, AT5G18010, AT5G18030, AT5G09970, AT5G47530, AT3G04060, AT3G15500, AT2G44080, AT1G29420, AT4G00180, AT1G73165, AT1G10480, AT2G31083, AT5G36110, AT2G31085, AT5G18080, AT5G46690, AT1G29510, AT5G18020, AT5G17490, AT5G12330, AT4G40090, AT3G03660, AT1G70170, AT5G16490, AT4G38080, AT3G28455, AT2G22510, AT2G42850, AT3G57650, AT4G16750, AT3G44735, AT1G03120, AT4G12980, AT5G18050	1717	384	18499	1.655383966705494	0.1507973832184777	0.006787587377961035	0.22918105369278408
GOTERM_BP_DIRECT	GO:0044550~secondary metabolite biosynthetic process	29	1.1817440912795436	1.4337135613545294E-4	AT5G05320, AT5G09970, AT4G38540, AT5G42590, AT1G64950, AT2G12190, AT4G37430, AT1G64930, AT4G13290, AT4G15765, AT4G37410, AT1G13710, AT3G20940, AT5G47990, AT5G42580, AT1G13100, AT5G25140, AT3G26220, AT2G25160, AT5G25180, AT2G46660, AT3G03470, AT5G07990, AT1G13080, AT1G64940, AT4G22710, AT4G12310, AT4G12330, AT4G37400	1717	145	18499	2.154804892253931	0.1514039252933107	0.00654536404519801	0.23018169446080705
GOTERM_BP_DIRECT	GO:0010345~suberin biosynthetic process	9	0.36674816625916873	1.5997062047842827E-4	AT3G53510, AT5G22500, AT5G23190, AT1G04220, AT5G13580, AT3G11430, AT2G37360, AT5G41040, AT3G44540	1717	19	18499	5.103485271127732	0.16738257217357977	0.007020662750312989	0.2567995783181565
GOTERM_BP_DIRECT	GO:0009611~response to wounding	36	1.466992665036675	1.6349799692970233E-4	AT5G47240, AT5G59820, AT1G74020, AT4G11280, AT1G76930, AT3G44540, AT2G32800, AT5G22500, AT1G04220, AT1G43160, AT5G04230, AT1G73500, AT4G10270, AT1G07640, AT4G16760, AT3G13790, AT2G22330, AT3G44260, AT5G63450, AT3G15356, AT5G53750, AT2G34810, AT1G19180, AT4G34710, AT4G24350, AT3G16470, AT2G27690, AT1G72450, AT5G24770, AT3G29035, AT3G61060, AT4G10265, AT1G72290, AT4G34190, AT5G14780, AT5G64900	1717	199	18499	1.9490697517874755	0.17073914573970972	0.00691010768448963	0.26245507317748107
GOTERM_BP_DIRECT	GO:0009407~toxin catabolic process	14	0.5704971475142625	1.9693992426657764E-4	AT1G02930, AT3G43800, AT2G29470, AT1G53680, AT1G17190, AT3G09270, AT1G17180, AT1G17170, AT1G02920, AT4G02520, AT1G10360, AT1G78380, AT2G02930, AT1G10370	1717	46	18499	3.279050922995113	0.2018976413751199	0.00802188091492706	0.31605807189827306
GOTERM_BP_DIRECT	GO:0009744~response to sucrose	15	0.6112469437652812	1.992232222366121E-4	AT3G13450, AT3G62410, AT4G30850, AT5G20830, AT5G03730, AT1G74670, AT4G37220, AT5G20270, AT5G21170, AT2G40220, AT1G77120, AT3G06850, AT3G47340, AT1G61800, AT1G21400	1717	52	18499	3.1078916715200933	0.20398186835018117	0.007835804793314805	0.3197169119643628
GOTERM_BP_DIRECT	GO:0046620~regulation of organ growth	7	0.28524857375713125	3.566704011794993E-4	AT1G29440, AT5G27780, AT1G29490, AT1G29420, AT1G29460, AT1G29450, AT1G29510	1717	12	18499	6.2848476024073	0.33532724458019714	0.013523078929589816	0.5717124826651432
GOTERM_BP_DIRECT	GO:0009831~plant-type cell wall modification involved in multidimensional cell growth	10	0.40749796251018744	3.608967845517332E-4	AT1G62980, AT1G26770, AT5G05290, AT2G28950, AT2G40610, AT2G03090, AT3G29030, AT1G12560, AT4G01630, AT5G56320	1717	26	18499	4.143855562026791	0.3385371137029056	0.013243821803866518	0.5784686050330445
GOTERM_BP_DIRECT	GO:0009646~response to absence of light	10	0.40749796251018744	3.608967845517332E-4	AT3G13450, AT2G37770, AT5G53980, AT4G24230, AT2G41100, AT3G06850, AT3G47340, AT4G15920, AT1G21400, AT2G43400	1717	26	18499	4.143855562026791	0.3385371137029056	0.013243821803866518	0.5784686050330445
GOTERM_BP_DIRECT	GO:0006865~amino acid transport	14	0.5704971475142625	3.905770876197844E-4	AT2G24762, AT1G48640, AT5G40780, AT5G38770, AT1G25530, AT3G11900, AT1G44800, AT5G24920, AT5G02170, AT5G02180, AT2G39890, AT5G57685, AT2G21050, AT2G41190	1717	49	18499	3.0782927032199017	0.3606467261911529	0.013880826781881739	0.6259021888068483
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	16	0.6519967400162999	4.270230008950405E-4	AT4G39640, AT1G02930, AT3G43800, AT2G29470, AT1G53680, AT1G17190, AT3G09270, AT1G17180, AT1G17170, AT1G02920, AT4G02520, AT1G10360, AT1G78380, AT2G02930, AT1G10370, AT1G19550	1717	62	18499	2.7803934093599114	0.38678873441140904	0.014710299131201254	0.6841192041710964
GOTERM_BP_DIRECT	GO:0009409~response to cold	47	1.915240423797881	4.3906995113987806E-4	AT5G59820, AT5G15960, AT5G20830, AT2G47180, AT1G55920, AT2G16500, AT2G17840, AT3G53460, AT1G17190, AT4G35090, AT3G05890, AT2G37770, AT3G16460, AT2G38750, AT1G43160, AT4G02520, AT1G77120, AT4G26080, AT3G11410, AT2G33380, AT3G50310, AT4G37610, AT5G20630, AT5G20250, AT2G40970, AT3G54890, AT4G38840, AT5G47230, AT5G15970, AT5G43170, AT1G07720, AT3G22370, AT5G61410, AT4G34710, AT2G16280, AT1G80820, AT3G16470, AT4G12480, AT4G25470, AT2G38760, AT3G05880, AT5G58070, AT3G16450, AT1G09350, AT1G25450, AT5G16910, AT3G55990	1717	299	18499	1.6935757514370362	0.39519276666469083	0.01468074479185022	0.7033554107290785
GOTERM_BP_DIRECT	GO:0016042~lipid catabolic process	30	1.2224938875305624	4.7000770272596616E-4	AT1G71250, AT3G16370, AT4G16230, AT5G37690, AT5G45920, AT3G50400, AT1G73610, AT2G30550, AT3G63200, AT3G55940, AT5G45670, AT4G37070, AT2G19690, AT2G40250, AT1G74460, AT4G26790, AT4G01130, AT5G03610, AT2G39220, AT2G24560, AT1G28600, AT2G04570, AT2G23540, AT1G75900, AT3G11210, AT5G15720, AT4G29800, AT1G33811, AT5G55050, AT5G14450	1717	163	18499	1.9829492873502437	0.4162516687399096	0.01526191903431462	0.7527398718350842
GOTERM_BP_DIRECT	GO:0010105~negative regulation of ethylene-activated signaling pathway	8	0.32599837000814996	4.918535311923752E-4	AT3G23150, AT2G26070, AT2G25490, AT3G15210, AT5G03730, AT2G40940, AT5G25350, AT1G04310	1717	17	18499	5.070129158244544	0.43067898946014216	0.015525736825768743	0.7875974533763874
GOTERM_BP_DIRECT	GO:0008152~metabolic process	47	1.915240423797881	5.945625622621102E-4	AT1G76990, AT5G16080, AT5G59130, AT3G48990, AT5G02230, AT1G10400, AT1G06520, AT4G15550, AT5G06570, AT3G63010, AT3G21750, AT5G38010, AT2G30150, AT5G27320, AT1G44350, AT3G11430, AT2G43100, AT2G31790, AT5G59590, AT2G20830, AT4G20050, AT1G78270, AT2G39570, AT3G62040, AT3G29630, AT2G22930, AT4G15500, AT3G02410, AT3G21760, AT5G48880, AT1G08940, AT1G49660, AT3G48700, AT5G59490, AT1G30530, AT3G18850, AT5G05880, AT5G04120, AT2G36790, AT1G68620, AT5G49690, AT3G48420, AT1G07260, AT3G57650, AT4G30020, AT5G06090, AT2G29740	1717	303	18499	1.671218315774501	0.4938775259733109	0.018236439313667474	0.9513279347278414
GOTERM_BP_DIRECT	GO:0071281~cellular response to iron ion	12	0.4889975550122249	7.778719251170053E-4	AT5G55620, AT3G08040, AT5G10120, AT3G49700, AT1G62380, AT4G11280, AT5G21120, AT2G19590, AT5G03730, AT1G21140, AT5G03280, AT2G01770	1717	40	18499	3.2322073383808974	0.5897587776164075	0.023174870467539632	1.2429154708543777
